Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,7434,0.000000,0.000000,0.000000,396734.000000,3336.756104,24805444.000000,788992.000000,10023714.000000,152718528.000000,576611.000000,1365603.000000,0.993977,0.980232,1.000000,1.000000,0,0,0.985379,0.008194,0.000403,0.971634,0.008194,0.000403,5519
FCFS CONSERVATIVE BF MODE 2,7434,0.000000,0.000000,0.000000,396734.000000,3336.756104,24805444.000000,788992.000000,10023714.000000,152718528.000000,576611.000000,1365603.000000,0.993977,0.980232,1.000000,1.000000,0,0,0.985379,0.008194,0.000403,0.971634,0.008194,0.000403,5519
EFT,7434,0.000000,0.000000,0.000000,396734.000000,3335.769287,24798108.000000,781760.000000,10023714.000000,152715808.000000,576534.000000,1358294.000000,0.990658,0.977657,1.000000,1.000000,0,0,0.982060,0.008194,0.000403,0.969059,0.008194,0.000403,5570
EFT CONSERVATIVE BF MODE 2,7434,0.000000,0.000000,0.000000,396734.000000,3335.769287,24798108.000000,781760.000000,10023714.000000,152715808.000000,576534.000000,1358294.000000,0.990658,0.977657,1.000000,1.000000,0,0,0.982060,0.008194,0.000403,0.969059,0.008194,0.000403,5570
SCORE,7434,273797.000000,912.476440,6783350.000000,423976.000000,4172.863770,31021068.000000,431232.000000,10070399.000000,147267328.000000,364039.000000,795271.000000,1.305012,1.284042,9.055777,7.777175,0,23,1.295157,0.009423,0.000432,1.274186,0.009423,0.000432,6237
SCORE CONSERVATIVE BF MODE 2,7434,273797.000000,922.047058,6854498.000000,423976.000000,4179.894531,31073336.000000,437248.000000,10070399.000000,147230080.000000,339207.000000,776455.000000,1.318002,1.297950,7.777175,7.777175,0,23,1.308147,0.009423,0.000432,1.288095,0.009423,0.000432,6200
EFT-SCORE MIX,7434,0.000000,0.000000,0.000000,396734.000000,3335.704590,24797628.000000,787584.000000,10023714.000000,152716000.000000,570220.000000,1357804.000000,0.990387,0.977407,1.000000,1.000000,0,0,0.981790,0.008194,0.000403,0.968809,0.008194,0.000403,5558
EFT-SCORE MIX CONSERVATIVE BF MODE 2,7434,0.000000,0.000000,0.000000,396734.000000,3335.704590,24797628.000000,787584.000000,10023714.000000,152716000.000000,570220.000000,1357804.000000,0.990387,0.977407,1.000000,1.000000,0,0,0.981790,0.008194,0.000403,0.968809,0.008194,0.000403,5558
OPPORTUNISTIC-SCORE MIX,7434,0.000000,0.000000,0.000000,396734.000000,3336.088867,24800484.000000,782144.000000,10023714.000000,152719136.000000,578516.000000,1360660.000000,0.990816,0.977889,1.000000,1.000000,0,0,0.982218,0.008194,0.000403,0.969292,0.008194,0.000403,5580
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,7434,0.000000,0.000000,0.000000,396734.000000,3336.088867,24800484.000000,782144.000000,10023714.000000,152719136.000000,578516.000000,1360660.000000,0.990816,0.977889,1.000000,1.000000,0,0,0.982218,0.008194,0.000403,0.969292,0.008194,0.000403,5580
EFT-SCORE MIX V2,7434,916.000000,46.643799,346750.000000,396734.000000,3376.655273,25102056.000000,783168.000000,10023714.000000,152655584.000000,532296.000000,1315464.000000,1.036049,1.022577,3.623656,3.370000,0,0,1.027451,0.008194,0.000403,1.013979,0.008194,0.000403,5640
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,7434,888.000000,45.749798,340104.000000,396734.000000,3375.648682,25094572.000000,777216.000000,10023714.000000,152650720.000000,537402.000000,1314618.000000,1.031647,1.018573,3.623656,3.370000,0,0,1.023050,0.008194,0.000403,1.009976,0.008194,0.000403,5652
