Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time
Fcfs_no_use_bigger_nodes,23493,26233.000000,264.749512,6219760.000000,147525.000000,4614.725586,108413744.000000,4280120.000000,1327305.000000,219787584.000000,2543718.000000,6823838.000000,0.924385,0.771309,32.493149,32.493149,0,5
Fcfs_no_use_bigger_nodes_easybf,23493,24536.000000,204.903076,4813788.000000,147525.000000,4554.578613,107000712.000000,4265240.000000,1330406.000000,219796224.000000,2561739.000000,6826979.000000,0.854721,0.701669,12.022395,12.022395,0,0
Fcfs,23493,26233.000000,264.749512,6219760.000000,147525.000000,4614.713867,108413472.000000,4309380.000000,1327305.000000,219786496.000000,2514751.000000,6824131.000000,0.924366,0.771289,32.493149,32.493149,0,5
Fcfs_easybf,23493,24297.000000,211.992630,4980343.000000,147525.000000,4561.480469,107162856.000000,4296450.000000,1330372.000000,219759040.000000,2515925.000000,6812375.000000,0.866572,0.713515,11.989289,11.989289,0,0
Fcfs_with_a_score_x500_x500_x0_x0,23493,229399.000000,681.254028,16004701.000000,346929.000000,4954.391113,116393512.000000,2771210.000000,1540251.000000,207807392.000000,2084718.000000,4855928.000000,1.328135,1.127272,51.513889,50.791828,0,54
Fcfs_with_a_score_easybf_x500_x500_x0_x0,23493,30927.000000,216.700684,5090949.000000,147526.000000,4565.991699,107268848.000000,4163130.000000,1330892.000000,219614016.000000,2643487.000000,6806617.000000,0.868335,0.715663,12.850877,12.850877,0,3
Fcfs_with_a_score_backfill_big_nodes_0_x500_x500_x0_x0,23493,229399.000000,681.254028,16004701.000000,346929.000000,4954.391113,116393512.000000,2771210.000000,1540251.000000,207807392.000000,2084718.000000,4855928.000000,1.328135,1.127272,51.513889,50.791828,0,54
Fcfs_with_a_score_backfill_big_nodes_1_x500_x500_x0_x0,23493,229399.000000,681.254028,16004701.000000,346929.000000,4954.391113,116393512.000000,2771210.000000,1540251.000000,207807392.000000,2084718.000000,4855928.000000,1.328135,1.127272,51.513889,50.791828,0,54
Fcfs_with_a_score_area_filling_x500_x500_x0_x20000000,23493,229399.000000,681.254028,16004701.000000,346929.000000,4954.391113,116393512.000000,2771210.000000,1540251.000000,207807392.000000,2084718.000000,4855928.000000,1.328135,1.127272,51.513889,50.791828,0,54
